age_inscription,note_admission,note_qualification_precedente,unites_validees_s1,moyenne_s1,unites_validees_s2,moyenne_s2,taux_chomage,taux_inflation,pib,sexe,boursier,frais_a_jour,debiteur,deplace,international,decrochage
22,150.0,150.0,6,14.428571428571429,5,13.0,13.9,-0.3,0.79,FEMME,NON,OUI,NON,OUI,NON,0
19,150.0,150.0,1,13.0,3,15.333333333333334,12.7,3.7,-1.7,FEMME,NON,OUI,NON,OUI,NON,0
19,134.5,131.0,6,15.0,6,14.333333333333334,12.4,0.5,1.79,FEMME,OUI,OUI,NON,OUI,NON,0
18,129.5,136.0,7,15.155555555555557,8,16.8,12.7,3.7,-1.7,FEMME,NON,OUI,NON,OUI,NON,0
20,113.2,117.0,6,10.666666666666666,6,11.857142857142858,11.1,0.6,2.02,FEMME,NON,OUI,OUI,OUI,NON,0
18,140.2,158.0,5,11.0,4,11.25,10.8,1.4,1.74,FEMME,NON,OUI,NON,OUI,NON,1
21,119.2,129.0,0,0.0,0,0.0,8.9,1.4,3.51,FEMME,NON,OUI,NON,OUI,NON,1
19,140.7,140.0,6,12.285714285714286,6,12.0,12.4,0.5,1.79,FEMME,NON,OUI,NON,NON,NON,0
18,142.3,141.0,8,12.82875,8,12.82875,9.4,-0.8,-3.12,FEMME,NON,OUI,NON,OUI,NON,1
18,129.9,132.0,6,12.666666666666666,5,14.4,7.6,2.6,0.32,FEMME,NON,OUI,NON,OUI,OUI,0
18,134.8,133.0,0,0.0,0,0.0,12.4,0.5,1.79,FEMME,NON,OUI,NON,OUI,NON,0
21,104.1,109.0,2,13.0,0,0.0,15.5,2.8,-4.06,FEMME,OUI,NON,OUI,OUI,NON,1
19,122.4,135.0,5,10.875,4,12.4,13.9,-0.3,0.79,FEMME,NON,OUI,OUI,NON,NON,0
19,120.6,122.0,5,12.8,5,11.6,9.4,-0.8,-3.12,FEMME,OUI,OUI,NON,OUI,NON,0
19,112.4,118.0,5,11.285714285714286,0,0.0,16.2,0.3,-0.92,FEMME,NON,OUI,NON,OUI,NON,1
18,157.9,174.0,0,0.0,0,0.0,13.9,-0.3,0.79,FEMME,NON,OUI,NON,NON,NON,0
19,125.9,142.0,0,0.0,1,10.0,10.8,1.4,1.74,FEMME,OUI,OUI,NON,NON,NON,1
20,118.4,131.0,6,13.766666666666666,8,13.744444444444444,16.2,0.3,-0.92,FEMME,OUI,OUI,NON,OUI,NON,1
18,130.8,139.0,6,12.758333333333333,6,12.758333333333333,9.4,-0.8,-3.12,FEMME,NON,NON,NON,OUI,NON,1
19,176.7,170.0,0,0.0,0,0.0,11.1,0.6,2.02,FEMME,OUI,OUI,NON,OUI,NON,1
18,156.8,182.0,6,12.666666666666666,6,13.25,10.8,1.4,1.74,FEMME,NON,OUI,NON,OUI,NON,0
18,126.8,125.0,6,12.0,4,12.75,11.1,0.6,2.02,FEMME,NON,OUI,NON,NON,NON,0
19,128.0,142.0,6,12.25,6,12.0,16.2,0.3,-0.92,FEMME,OUI,OUI,NON,NON,NON,0
20,113.8,119.0,3,11.333333333333334,5,12.2,7.6,2.6,0.32,FEMME,NON,OUI,NON,OUI,NON,0
19,120.8,128.0,7,13.507142857142856,8,13.05,16.2,0.3,-0.92,FEMME,OUI,OUI,NON,OUI,NON,0
18,130.8,150.0,7,13.614285714285714,7,13.614285714285714,12.7,3.7,-1.7,FEMME,NON,OUI,NON,OUI,NON,0
25,101.0,133.1,0,0.0,0,0.0,15.5,2.8,-4.06,FEMME,NON,OUI,OUI,NON,NON,1
18,126.1,131.0,4,11.5,6,12.166666666666666,7.6,2.6,0.32,FEMME,NON,NON,NON,OUI,NON,0
19,113.8,118.0,6,12.333333333333334,6,12.5,8.9,1.4,3.51,FEMME,NON,OUI,NON,OUI,NON,0
19,118.3,122.0,7,11.971428571428572,8,14.4375,15.5,2.8,-4.06,FEMME,OUI,OUI,NON,OUI,NON,0
20,127.9,116.0,2,13.0,2,11.5,9.4,-0.8,-3.12,FEMME,OUI,NON,OUI,NON,NON,1
18,131.1,137.0,7,12.385714285714286,7,12.728571428571428,13.9,-0.3,0.79,FEMME,NON,OUI,NON,OUI,NON,0
20,117.9,128.0,2,13.5,5,11.285714285714286,10.8,1.4,1.74,FEMME,NON,OUI,NON,OUI,NON,0
21,115.7,123.0,6,12.166666666666666,6,13.285714285714286,11.1,0.6,2.02,FEMME,NON,OUI,NON,OUI,NON,0
19,141.0,133.1,0,0.0,0,0.0,12.7,3.7,-1.7,FEMME,NON,OUI,NON,OUI,NON,0
42,120.0,110.0,6,11.666666666666666,6,13.666666666666666,10.8,1.4,1.74,FEMME,NON,OUI,NON,NON,NON,0
18,131.8,143.0,5,12.4,5,14.166666666666666,8.9,1.4,3.51,FEMME,NON,NON,OUI,OUI,NON,0
19,131.1,150.0,5,13.4,6,12.833333333333334,15.5,2.8,-4.06,FEMME,OUI,OUI,NON,NON,NON,0
18,117.8,129.0,6,12.0,4,12.5,8.9,1.4,3.51,FEMME,NON,OUI,NON,OUI,NON,0
21,140.0,140.0,5,14.2,5,14.8,10.8,1.4,1.74,FEMME,NON,OUI,NON,OUI,NON,0
20,108.0,133.1,6,12.125,6,14.428571428571429,16.2,0.3,-0.92,FEMME,OUI,OUI,NON,NON,NON,0
20,122.9,132.0,7,13.857142857142858,7,13.285714285714286,11.1,0.6,2.02,FEMME,NON,OUI,NON,OUI,NON,0
21,130.0,130.0,3,11.75,5,12.333333333333334,12.4,0.5,1.79,FEMME,NON,OUI,NON,OUI,NON,0
19,126.0,137.0,7,14.283333333333337,8,13.125555555555556,15.5,2.8,-4.06,FEMME,NON,OUI,NON,OUI,NON,0
21,134.0,133.1,11,13.272727272727272,9,13.0,7.6,2.6,0.32,FEMME,NON,OUI,NON,NON,NON,0
19,134.3,143.0,6,14.666666666666666,6,15.142857142857142,8.9,1.4,3.51,FEMME,NON,OUI,NON,OUI,NON,0
19,138.7,148.0,7,15.114999999999998,8,15.092,15.5,2.8,-4.06,FEMME,OUI,OUI,NON,NON,NON,0
18,143.3,137.0,0,0.0,0,0.0,9.4,-0.8,-3.12,FEMME,NON,OUI,NON,OUI,NON,0
22,160.0,160.0,6,15.0,6,13.142857142857142,16.2,0.3,-0.92,FEMME,NON,OUI,NON,OUI,NON,0
21,111.0,112.0,5,13.2,5,14.333333333333334,9.4,-0.8,-3.12,FEMME,NON,OUI,NON,NON,NON,0
18,128.5,133.0,2,11.0,3,10.333333333333334,7.6,2.6,0.32,FEMME,OUI,OUI,NON,OUI,NON,1
20,133.0,142.0,7,14.565714285714288,7,14.565714285714288,10.8,1.4,1.74,FEMME,OUI,OUI,NON,NON,NON,0
18,114.6,123.0,3,12.0,4,10.75,7.6,2.6,0.32,FEMME,NON,NON,OUI,OUI,NON,1
20,104.1,103.0,0,0.0,0,0.0,8.9,1.4,3.51,FEMME,NON,OUI,NON,NON,NON,1
23,127.6,140.0,6,13.796666666666669,7,13.775,12.4,0.5,1.79,FEMME,NON,OUI,NON,OUI,NON,0
18,151.0,159.0,6,14.833333333333334,6,15.333333333333334,12.7,3.7,-1.7,FEMME,NON,OUI,NON,OUI,NON,0
20,135.7,140.0,6,12.833333333333334,6,13.833333333333334,12.4,0.5,1.79,FEMME,NON,OUI,NON,OUI,NON,0
18,137.8,148.0,7,14.962857142857144,7,14.962857142857144,10.8,1.4,1.74,FEMME,OUI,OUI,NON,OUI,NON,0
20,117.3,112.0,4,12.0,5,11.2,11.1,0.6,2.02,FEMME,NON,OUI,NON,OUI,NON,0
18,121.2,131.0,7,12.4,8,12.8,16.2,0.3,-0.92,FEMME,NON,OUI,NON,OUI,NON,0
20,129.3,145.0,6,15.571428571428571,6,17.166666666666668,16.2,0.3,-0.92,FEMME,NON,OUI,NON,OUI,NON,0
19,123.0,133.1,7,13.714285714285714,7,13.714285714285714,12.7,3.7,-1.7,FEMME,NON,OUI,NON,OUI,NON,0
21,140.0,140.0,6,13.142857142857142,6,12.166666666666666,13.9,-0.3,0.79,FEMME,NON,OUI,NON,NON,NON,0
33,140.0,140.0,6,15.0,3,11.0,11.1,0.6,2.02,FEMME,NON,OUI,NON,NON,NON,0
24,144.6,150.0,1,13.0,0,0.0,7.6,2.6,0.32,FEMME,NON,NON,OUI,NON,NON,1
20,118.3,120.0,11,12.0,11,12.75,13.9,-0.3,0.79,FEMME,OUI,OUI,NON,NON,NON,0
18,153.6,156.0,0,0.0,0,0.0,9.4,-0.8,-3.12,FEMME,NON,OUI,NON,OUI,NON,0
18,158.3,167.0,6,15.166666666666666,6,14.166666666666666,15.5,2.8,-4.06,FEMME,NON,OUI,NON,OUI,NON,0
29,100.0,133.1,4,12.0,2,10.5,7.6,2.6,0.32,FEMME,NON,OUI,OUI,NON,NON,1
18,134.9,147.0,7,13.642857142857142,8,14.772727272727272,16.2,0.3,-0.92,FEMME,NON,OUI,NON,NON,NON,0
19,142.0,129.0,6,12.666666666666666,6,12.714285714285714,9.4,-0.8,-3.12,FEMME,NON,OUI,NON,OUI,NON,0
19,127.3,136.0,0,0.0,0,0.0,15.5,2.8,-4.06,FEMME,NON,OUI,NON,OUI,NON,1
18,116.5,128.0,5,10.8,6,10.5,12.4,0.5,1.79,FEMME,OUI,OUI,NON,NON,NON,0
19,138.6,140.0,6,14.25,8,13.063636363636364,16.2,0.3,-0.92,FEMME,OUI,OUI,NON,NON,NON,0
20,133.0,141.0,12,12.153846153846152,10,12.9,10.8,1.4,1.74,FEMME,NON,OUI,NON,NON,NON,1
19,136.2,133.0,1,11.5,2,10.5,7.6,2.6,0.32,FEMME,NON,OUI,NON,OUI,NON,0
19,118.0,125.0,4,12.25,3,12.333333333333334,9.4,-0.8,-3.12,FEMME,OUI,OUI,NON,OUI,NON,0
18,126.8,124.0,6,12.0,5,11.142857142857142,13.9,-0.3,0.79,FEMME,OUI,OUI,NON,NON,NON,0
18,128.5,140.0,8,13.40375,8,13.40375,9.4,-0.8,-3.12,FEMME,OUI,OUI,NON,OUI,NON,0
19,129.9,140.0,6,11.333333333333334,3,12.666666666666666,9.4,-0.8,-3.12,FEMME,OUI,OUI,NON,NON,NON,0
20,125.8,137.0,5,12.2,6,12.333333333333334,12.7,3.7,-1.7,HOMME,NON,OUI,OUI,NON,NON,1
18,129.3,144.0,0,0.0,0,0.0,7.6,2.6,0.32,HOMME,OUI,OUI,NON,OUI,NON,0
18,124.7,138.0,0,0.0,0,0.0,16.2,0.3,-0.92,HOMME,NON,OUI,NON,OUI,NON,1
35,154.9,130.0,5,16.166666666666668,4,16.0,8.9,1.4,3.51,HOMME,NON,NON,OUI,NON,NON,1
18,127.3,142.0,3,11.0,3,11.0,16.2,0.3,-0.92,HOMME,NON,OUI,NON,NON,NON,0
19,129.0,136.0,0,0.0,0,0.0,13.9,-0.3,0.79,HOMME,OUI,OUI,NON,OUI,NON,0
19,98.0,133.1,4,12.0,6,12.285714285714286,15.5,2.8,-4.06,HOMME,OUI,OUI,NON,OUI,NON,0
20,122.0,130.0,2,10.5,4,12.25,10.8,1.4,1.74,HOMME,NON,OUI,NON,OUI,NON,0
19,112.5,117.0,3,11.666666666666666,4,10.333333333333334,13.9,-0.3,0.79,HOMME,NON,OUI,NON,OUI,NON,0
19,127.3,136.0,3,11.0,2,10.0,12.7,3.7,-1.7,HOMME,NON,OUI,NON,OUI,NON,1
24,100.5,133.1,0,0.0,0,0.0,11.1,0.6,2.02,HOMME,NON,OUI,NON,NON,NON,1
29,122.0,140.0,4,12.5,0,0.0,12.4,0.5,1.79,HOMME,NON,NON,OUI,OUI,NON,1
24,140.0,150.0,7,11.294444444444444,2,12.6,15.5,2.8,-4.06,HOMME,NON,OUI,NON,NON,NON,0
19,116.1,121.0,5,11.2,4,12.5,15.5,2.8,-4.06,HOMME,NON,OUI,NON,OUI,NON,0
37,130.0,120.0,0,0.0,0,0.0,7.6,2.6,0.32,HOMME,NON,OUI,NON,OUI,NON,1
18,146.2,143.0,5,13.2,5,11.8,16.2,0.3,-0.92,HOMME,NON,OUI,NON,OUI,NON,0
20,180.0,180.0,6,14.142857142857142,6,14.125,12.4,0.5,1.79,HOMME,OUI,OUI,NON,NON,NON,0
18,127.8,132.0,0,0.0,0,0.0,11.1,0.6,2.02,HOMME,NON,NON,NON,OUI,NON,1
22,130.8,130.0,0,0.0,3,13.333333333333334,16.2,0.3,-0.92,HOMME,NON,OUI,NON,NON,NON,0
22,109.0,133.1,3,12.333333333333334,3,10.571428571428571,10.8,1.4,1.74,HOMME,OUI,OUI,NON,OUI,NON,0
18,132.4,131.0,0,0.0,0,0.0,11.1,0.6,2.02,HOMME,NON,NON,OUI,OUI,NON,1
18,129.3,149.0,7,13.1,7,13.1,12.7,3.7,-1.7,HOMME,NON,OUI,NON,OUI,NON,0
19,125.4,124.0,6,13.5,6,13.166666666666666,9.4,-0.8,-3.12,HOMME,NON,OUI,NON,OUI,NON,0
19,130.2,126.0,5,10.2,3,12.0,10.8,1.4,1.74,HOMME,NON,OUI,NON,NON,NON,0
19,132.0,140.0,5,11.571428571428571,3,13.0,16.2,0.3,-0.92,HOMME,NON,OUI,NON,NON,NON,1
21,170.0,170.0,6,15.285714285714286,6,15.166666666666666,12.4,0.5,1.79,HOMME,NON,OUI,OUI,OUI,NON,0
19,130.2,133.0,5,12.6,8,11.0,8.9,1.4,3.51,HOMME,NON,OUI,NON,NON,NON,0
18,115.5,126.0,6,13.433333333333332,4,13.6,8.9,1.4,3.51,HOMME,NON,OUI,NON,NON,NON,0
19,127.6,129.0,5,11.6,3,11.0,10.8,1.4,1.74,HOMME,NON,OUI,NON,OUI,NON,1
25,140.0,140.0,6,14.666666666666666,6,13.5,11.1,0.6,2.02,HOMME,NON,OUI,NON,NON,NON,0
22,120.2,130.0,6,14.666666666666666,6,14.666666666666666,12.7,3.7,-1.7,HOMME,NON,OUI,NON,OUI,NON,0
24,150.0,130.0,7,12.742857142857144,7,12.742857142857144,12.7,3.7,-1.7,HOMME,NON,OUI,NON,NON,NON,0
19,100.0,99.0,7,11.975,7,13.12857142857143,13.9,-0.3,0.79,HOMME,NON,OUI,NON,OUI,NON,0
18,100.0,146.0,4,12.25,3,11.666666666666666,13.9,-0.3,0.79,HOMME,NON,OUI,NON,NON,NON,0
20,128.0,129.0,0,0.0,0,0.0,9.4,-0.8,-3.12,HOMME,NON,NON,NON,NON,NON,1
19,128.0,132.0,7,14.935714285714283,7,14.935714285714283,10.8,1.4,1.74,HOMME,OUI,OUI,NON,OUI,NON,0
19,107.2,110.0,2,10.5,4,10.0,7.6,2.6,0.32,HOMME,NON,OUI,NON,OUI,NON,1
19,110.1,116.0,5,13.333333333333334,5,13.0,12.4,0.5,1.79,HOMME,NON,OUI,NON,OUI,NON,0
23,119.0,119.0,0,0.0,0,0.0,15.5,2.8,-4.06,HOMME,NON,OUI,OUI,NON,NON,1
47,155.5,120.0,5,13.8,4,14.0,12.7,3.7,-1.7,HOMME,NON,OUI,NON,NON,NON,1
19,118.4,117.0,6,11.833333333333334,4,10.75,16.2,0.3,-0.92,HOMME,NON,OUI,NON,NON,NON,0
19,141.2,137.0,0,0.0,0,0.0,11.1,0.6,2.02,HOMME,NON,OUI,NON,OUI,NON,0
18,119.1,124.0,0,0.0,0,0.0,16.2,0.3,-0.92,HOMME,NON,OUI,NON,OUI,NON,1
28,111.0,151.0,2,10.0,0,0.0,15.5,2.8,-4.06,HOMME,NON,OUI,NON,NON,NON,1
20,138.6,138.6,4,11.5,3,11.666666666666666,7.6,2.6,0.32,HOMME,NON,OUI,NON,OUI,NON,1
18,121.2,118.0,3,10.666666666666666,4,12.0,15.5,2.8,-4.06,HOMME,OUI,OUI,NON,NON,NON,0
21,150.4,136.0,0,0.0,0,0.0,12.4,0.5,1.79,HOMME,OUI,OUI,NON,OUI,NON,0
19,117.8,123.0,4,12.75,2,13.0,10.8,1.4,1.74,HOMME,NON,OUI,NON,NON,NON,0
24,102.5,133.1,0,0.0,0,0.0,16.2,0.3,-0.92,HOMME,NON,NON,OUI,NON,NON,1
24,110.0,130.0,6,11.333333333333334,3,11.333333333333334,16.2,0.3,-0.92,HOMME,NON,OUI,NON,NON,NON,0
25,138.3,133.1,0,0.0,0,0.0,8.9,1.4,3.51,HOMME,NON,NON,OUI,OUI,NON,0
28,122.3,150.0,6,13.0,5,12.2,13.9,-0.3,0.79,HOMME,NON,OUI,NON,NON,NON,0
37,127.8,130.0,4,10.75,3,11.333333333333334,7.6,2.6,0.32,HOMME,NON,OUI,NON,NON,NON,0
19,100.0,128.0,5,12.0,2,10.5,13.9,-0.3,0.79,HOMME,NON,OUI,NON,NON,NON,0
18,126.4,133.0,7,13.462857142857144,8,13.90625,11.1,0.6,2.02,HOMME,OUI,OUI,NON,OUI,NON,0
48,100.0,133.1,3,10.0,1,10.0,7.6,2.6,0.32,HOMME,NON,OUI,NON,NON,NON,1
21,117.1,129.0,6,12.333333333333334,6,13.666666666666666,8.9,1.4,3.51,HOMME,NON,OUI,NON,OUI,NON,0
19,124.7,128.0,6,12.528571428571428,6,12.416666666666666,15.5,2.8,-4.06,HOMME,OUI,OUI,NON,NON,NON,0
21,124.1,136.0,0,0.0,0,0.0,9.4,-0.8,-3.12,HOMME,OUI,OUI,NON,NON,NON,0
23,129.4,130.0,0,0.0,0,0.0,13.9,-0.3,0.79,HOMME,NON,NON,OUI,OUI,NON,1
18,138.9,141.0,5,13.6,4,13.25,10.8,1.4,1.74,HOMME,NON,OUI,NON,OUI,NON,0
22,138.6,140.0,6,12.333333333333334,2,14.0,13.9,-0.3,0.79,HOMME,NON,OUI,NON,NON,NON,1
25,133.9,122.0,10,11.454545454545457,7,12.25,12.4,0.5,1.79,HOMME,NON,OUI,NON,OUI,NON,1
27,140.0,140.0,8,13.5,5,14.4,11.1,0.6,2.02,HOMME,NON,OUI,OUI,NON,NON,1
49,95.1,133.1,0,0.0,0,0.0,10.8,1.4,1.74,HOMME,NON,NON,NON,NON,NON,1
31,128.2,120.0,2,11.0,0,0.0,12.7,3.7,-1.7,HOMME,NON,NON,NON,NON,NON,1
54,121.5,133.1,6,13.714285714285714,5,14.333333333333334,16.2,0.3,-0.92,HOMME,NON,OUI,NON,NON,NON,1
25,120.0,120.0,21,12.363636363636363,12,12.25,11.1,0.6,2.02,HOMME,NON,NON,OUI,OUI,NON,1
20,130.0,130.0,3,10.666666666666666,2,11.5,15.5,2.8,-4.06,HOMME,NON,OUI,NON,NON,NON,0
28,120.0,120.0,2,12.0,3,12.666666666666666,12.7,3.7,-1.7,HOMME,NON,OUI,NON,NON,NON,1
41,107.0,133.1,7,12.857142857142858,6,13.166666666666666,12.7,3.7,-1.7,HOMME,NON,OUI,NON,NON,NON,0
19,116.1,122.0,6,13.125,6,12.714285714285714,11.1,0.6,2.02,HOMME,OUI,OUI,NON,NON,NON,0
22,114.4,123.0,0,0.0,2,11.5,15.5,2.8,-4.06,HOMME,NON,OUI,NON,NON,NON,1
34,157.7,178.0,2,13.5,0,0.0,15.5,2.8,-4.06,HOMME,NON,OUI,NON,NON,NON,1
28,150.0,130.0,11,15.090909090909092,10,15.0,11.1,0.6,2.02,HOMME,NON,NON,OUI,NON,NON,1
42,114.3,110.0,5,12.4,5,11.8,7.6,2.6,0.32,HOMME,NON,OUI,NON,OUI,NON,0
21,104.6,106.0,5,14.0,4,14.8,11.1,0.6,2.02,HOMME,NON,NON,NON,NON,NON,0
50,140.0,140.0,2,13.5,1,13.0,15.5,2.8,-4.06,HOMME,NON,OUI,NON,NON,NON,1
19,109.1,108.0,0,0.0,0,0.0,12.4,0.5,1.79,HOMME,NON,OUI,NON,OUI,NON,1
18,120.6,120.0,4,12.65,3,10.666666666666666,16.2,0.3,-0.92,HOMME,NON,OUI,NON,NON,NON,1
59,161.9,100.0,0,0.0,0,0.0,16.2,0.3,-0.92,HOMME,NON,OUI,NON,NON,NON,1
33,140.0,140.0,0,0.0,0,0.0,7.6,2.6,0.32,HOMME,NON,NON,NON,OUI,NON,1
23,178.0,133.1,6,13.333333333333334,5,12.8,9.4,-0.8,-3.12,HOMME,OUI,OUI,NON,OUI,NON,0
44,138.3,133.1,3,11.333333333333334,5,11.142857142857142,13.9,-0.3,0.79,HOMME,NON,OUI,NON,NON,NON,1
37,128.0,140.0,0,0.0,0,0.0,9.4,-0.8,-3.12,HOMME,NON,OUI,NON,OUI,NON,1
36,139.0,100.0,0,0.0,0,0.0,10.8,1.4,1.74,HOMME,NON,OUI,NON,NON,NON,1
22,113.2,123.0,3,11.666666666666666,2,10.5,7.6,2.6,0.32,HOMME,NON,NON,NON,NON,NON,1
49,139.0,133.1,6,12.166666666666666,6,14.428571428571429,12.4,0.5,1.79,HOMME,NON,OUI,NON,NON,NON,0
23,110.0,135.0,6,13.333333333333334,4,12.75,11.1,0.6,2.02,HOMME,NON,OUI,NON,OUI,NON,0
19,136.6,132.0,5,11.4,3,11.0,7.6,2.6,0.32,HOMME,NON,OUI,NON,OUI,NON,0
47,161.1,120.0,6,12.142857142857142,0,0.0,16.2,0.3,-0.92,HOMME,NON,OUI,NON,NON,NON,1
28,130.0,130.0,17,13.058823529411764,12,12.307692307692308,15.5,2.8,-4.06,HOMME,NON,OUI,NON,NON,NON,0
21,140.0,140.0,4,11.75,4,10.5,15.5,2.8,-4.06,HOMME,NON,OUI,NON,NON,NON,0
21,121.0,133.1,5,11.833333333333334,5,10.0,8.9,1.4,3.51,HOMME,NON,NON,OUI,NON,NON,1
21,118.6,120.0,10,12.4,10,11.8,13.9,-0.3,0.79,HOMME,NON,OUI,NON,NON,NON,0
20,138.3,140.0,6,13.428571428571429,4,11.5,13.9,-0.3,0.79,HOMME,NON,OUI,NON,NON,NON,0
49,115.8,133.1,0,0.0,0,0.0,10.8,1.4,1.74,HOMME,NON,NON,NON,NON,NON,1
40,160.0,120.0,5,11.0,5,13.4,15.5,2.8,-4.06,HOMME,NON,OUI,NON,NON,NON,0
22,114.5,125.0,6,13.625,6,14.428571428571429,11.1,0.6,2.02,HOMME,OUI,OUI,NON,NON,NON,0
19,117.5,136.0,4,11.8,2,11.5,15.5,2.8,-4.06,HOMME,NON,OUI,NON,NON,NON,0
31,121.7,133.1,0,0.0,0,0.0,13.9,-0.3,0.79,HOMME,NON,OUI,NON,NON,NON,1
30,115.0,120.0,2,15.0,2,13.5,15.5,2.8,-4.06,HOMME,NON,OUI,NON,NON,NON,1
19,125.3,127.0,5,10.8,5,11.0,7.6,2.6,0.32,HOMME,NON,OUI,NON,NON,NON,0
22,131.0,131.0,3,13.666666666666666,3,11.333333333333334,9.4,-0.8,-3.12,HOMME,NON,OUI,NON,NON,NON,1
19,126.3,127.0,6,12.833333333333334,6,13.333333333333334,15.5,2.8,-4.06,HOMME,NON,OUI,NON,NON,NON,0
21,127.1,132.0,0,0.0,0,0.0,7.6,2.6,0.32,HOMME,NON,NON,NON,NON,NON,1
19,138.4,137.0,6,15.125,6,13.428571428571429,11.1,0.6,2.02,HOMME,NON,OUI,NON,NON,NON,0
22,100.0,126.0,0,0.0,1,10.0,16.2,0.3,-0.92,HOMME,NON,OUI,NON,OUI,NON,1
22,126.2,136.0,5,11.4,5,11.0,10.8,1.4,1.74,HOMME,NON,OUI,NON,NON,NON,0
19,118.8,124.0,4,12.25,6,11.0,9.4,-0.8,-3.12,HOMME,NON,OUI,NON,NON,NON,0
26,124.5,137.0,0,0.0,0,0.0,16.2,0.3,-0.92,HOMME,NON,NON,NON,NON,NON,1
23,140.0,140.0,3,14.0,1,14.0,12.4,0.5,1.79,HOMME,NON,OUI,NON,NON,NON,0
18,125.1,131.0,6,12.333333333333334,5,10.8,16.2,0.3,-0.92,HOMME,NON,OUI,NON,NON,NON,0
22,118.8,130.0,5,10.666666666666666,2,11.0,15.5,2.8,-4.06,HOMME,OUI,OUI,OUI,NON,NON,0
19,125.2,136.0,5,11.833333333333334,5,14.714285714285714,12.4,0.5,1.79,HOMME,NON,OUI,NON,OUI,NON,0
20,95.0,133.1,0,0.0,0,0.0,11.1,0.6,2.02,HOMME,NON,OUI,NON,NON,NON,1
22,107.6,110.0,6,11.666666666666666,6,12.166666666666666,7.6,2.6,0.32,HOMME,OUI,OUI,NON,OUI,NON,0
18,140.0,140.0,2,13.0,0,0.0,12.7,3.7,-1.7,HOMME,NON,NON,NON,OUI,NON,1
39,125.4,133.1,0,0.0,0,0.0,10.8,1.4,1.74,HOMME,NON,OUI,NON,NON,NON,1
18,128.0,141.0,0,0.0,0,0.0,10.8,1.4,1.74,HOMME,NON,OUI,NON,NON,NON,1
18,129.3,130.0,5,13.0,5,14.2,8.9,1.4,3.51,HOMME,OUI,OUI,NON,NON,NON,0
19,152.0,160.0,6,13.857142857142858,6,14.0,13.9,-0.3,0.79,HOMME,OUI,OUI,NON,NON,NON,0
18,128.8,140.0,6,13.391666666666666,8,12.4875,12.4,0.5,1.79,HOMME,NON,OUI,NON,NON,NON,0
18,152.8,150.0,4,12.75,0,0.0,7.6,2.6,0.32,HOMME,OUI,OUI,NON,OUI,NON,1
22,150.0,150.0,4,14.5,5,14.6,10.8,1.4,1.74,HOMME,NON,OUI,NON,OUI,NON,0
19,112.0,133.1,6,12.166666666666666,6,12.166666666666666,12.4,0.5,1.79,HOMME,NON,OUI,NON,NON,NON,0
18,135.6,152.0,5,15.4,5,15.6,12.7,3.7,-1.7,HOMME,NON,OUI,NON,OUI,NON,1
31,134.4,133.1,2,13.333333333333334,2,16.0,16.2,0.3,-0.92,HOMME,NON,NON,OUI,NON,NON,1
28,120.5,130.0,0,0.0,0,0.0,12.7,3.7,-1.7,HOMME,NON,OUI,NON,NON,NON,1
19,141.4,148.0,0,0.0,0,0.0,15.5,2.8,-4.06,HOMME,NON,OUI,NON,NON,NON,1
20,145.2,148.0,6,13.714285714285714,6,14.714285714285714,16.2,0.3,-0.92,HOMME,NON,OUI,NON,NON,NON,0
50,140.0,130.0,4,12.25,0,0.0,8.9,1.4,3.51,HOMME,NON,OUI,NON,NON,NON,1
38,100.0,160.0,5,16.0,4,16.5,13.9,-0.3,0.79,HOMME,NON,OUI,NON,NON,NON,0
31,140.0,130.0,1,11.0,1,13.0,9.4,-0.8,-3.12,HOMME,NON,OUI,NON,OUI,NON,1
27,126.0,110.0,7,14.085714285714284,7,14.085714285714284,7.6,2.6,0.32,HOMME,NON,OUI,NON,OUI,NON,0
21,112.6,122.0,6,10.166666666666666,6,10.5,12.7,3.7,-1.7,HOMME,NON,OUI,NON,OUI,NON,0
34,106.8,110.0,1,10.0,0,0.0,8.9,1.4,3.51,HOMME,NON,OUI,NON,NON,NON,1
19,121.6,129.0,0,0.0,1,10.0,7.6,2.6,0.32,HOMME,NON,OUI,NON,OUI,NON,0
40,120.0,110.0,2,10.5,3,10.666666666666666,9.4,-0.8,-3.12,HOMME,NON,NON,NON,OUI,NON,1
18,160.6,170.0,0,0.0,0,0.0,12.7,3.7,-1.7,HOMME,OUI,OUI,NON,OUI,NON,0
46,130.0,110.0,0,0.0,0,0.0,15.5,2.8,-4.06,HOMME,OUI,NON,OUI,NON,NON,1
37,110.0,110.0,0,0.0,0,0.0,7.6,2.6,0.32,HOMME,NON,OUI,NON,NON,NON,1
31,110.0,133.1,0,0.0,0,0.0,16.2,0.3,-0.92,HOMME,NON,OUI,NON,OUI,NON,1
34,145.8,133.1,5,13.333333333333334,5,12.4,12.4,0.5,1.79,HOMME,NON,OUI,NON,NON,NON,0
18,130.2,126.0,0,0.0,0,0.0,9.4,-0.8,-3.12,HOMME,OUI,OUI,NON,OUI,NON,1
18,122.3,137.0,6,13.571428571428571,6,14.333333333333334,12.4,0.5,1.79,HOMME,OUI,OUI,NON,NON,NON,0
19,125.4,117.0,6,12.833333333333334,6,11.166666666666666,11.1,0.6,2.02,HOMME,OUI,OUI,NON,OUI,NON,0
