age,duree_mois,type_contrat,statut_logement,incident_paiement_bam,montant_demande_mad,nouvelle_echeance_mad,revenu_mensuel_mad,taux_endettement,risque_non_approbation
32,24,CDI,LOGEMENT_DE_FONCTION,1,71500.0,3185.06,21200.0,0.1502,0
45,7,CDD,PROPRIETAIRE,0,43100.0,6291.27,41900.0,0.1501,0
30,9,CDI,PROPRIETAIRE,0,17000.0,1940.41,4300.0,0.45130000000000003,1
34,24,CDI,LOGEMENT_DE_FONCTION,0,34000.0,1514.57,4000.0,0.3786,1
28,36,CDI,PROPRIETAIRE,0,62000.0,1900.24,4200.0,0.4524,1
23,10,CDD,PROPRIETAIRE,0,23600.0,2430.88,5400.0,0.45020000000000004,0
22,24,CDI,PROPRIETAIRE,0,52300.0,2329.77,5200.0,0.44799999999999995,0
74,24,CDI,PROPRIETAIRE,1,83700.0,3728.52,10700.0,0.34850000000000003,0
50,36,CDI,LOGEMENT_DE_FONCTION,0,49400.0,1514.06,4000.0,0.3785,1
33,18,CDD,PROPRIETAIRE,0,37900.0,2215.56,4900.0,0.4522,0
45,15,FONCTIONNAIRE,LOGEMENT_DE_FONCTION,0,24000.0,1670.21,4000.0,0.41759999999999997,0
22,12,INFORMEL,PROPRIETAIRE,0,13700.0,1182.26,4000.0,0.2956,1
48,10,FONCTIONNAIRE,LOGEMENT_DE_FONCTION,0,22900.0,2358.78,15700.0,0.1502,1
29,21,CDD,PROPRIETAIRE,0,62100.0,3136.51,7000.0,0.4481,0
22,24,CDI,LOCATAIRE,0,67200.0,2993.51,20000.0,0.1497,0
22,18,CDI,PROPRIETAIRE,1,33400.0,1952.5,4300.0,0.45409999999999995,1
48,48,CDI,PROPRIETAIRE,0,225800.0,5354.84,21400.0,0.2502,0
27,60,CDI,LOGEMENT_DE_FONCTION,1,169400.0,3314.51,13300.0,0.2492,0
37,6,CDI,LOCATAIRE,1,68000.0,11549.16,77000.0,0.15,0
21,30,CDI,LOCATAIRE,0,63700.0,2306.26,9200.0,0.2507,1
49,12,CDI,PROPRIETAIRE,0,11800.0,1018.3,4000.0,0.2546,0
27,21,CDI,PROPRIETAIRE,1,67600.0,3414.3,13700.0,0.2492,0
32,18,CDI,PROPRIETAIRE,1,28300.0,1654.36,4700.0,0.35200000000000004,1
38,48,CDI,PROPRIETAIRE,0,72400.0,1716.96,4000.0,0.4292,1
22,12,CDD,LOCATAIRE,0,34400.0,2968.6,6600.0,0.4498,0
65,18,CDI,LOGEMENT_DE_FONCTION,0,48100.0,2811.83,6200.0,0.4535,1
35,15,FONCTIONNAIRE,PROPRIETAIRE,0,36600.0,2547.07,5700.0,0.44689999999999996,0
41,6,CDI,PROPRIETAIRE,0,39100.0,6640.77,26600.0,0.24969999999999998,0
29,9,CDI,PROPRIETAIRE,0,26600.0,3036.18,12100.0,0.2509,1
36,42,CDI,PROPRIETAIRE,1,74800.0,1996.01,4400.0,0.4536,0
64,9,FONCTIONNAIRE,PROPRIETAIRE,0,70900.0,8092.67,54000.0,0.1499,0
28,24,CDI,PROPRIETAIRE,0,67700.0,3015.78,12100.0,0.2492,0
44,18,CDI,PROPRIETAIRE,0,28700.0,1677.75,4000.0,0.4194,1
23,15,CDD,PROPRIETAIRE,0,26700.0,1858.11,4100.0,0.4532,0
19,9,CDD,LOCATAIRE,0,36600.0,4177.6,16700.0,0.2502,1
25,24,CDD,PROPRIETAIRE,0,25100.0,1118.11,4000.0,0.27949999999999997,1
47,12,FONCTIONNAIRE,PROPRIETAIRE,0,25800.0,2226.45,4900.0,0.45439999999999997,0
28,24,CDI,PROPRIETAIRE,0,25500.0,1135.93,4000.0,0.284,0
21,60,CDI,PROPRIETAIRE,1,289600.0,5666.36,22700.0,0.24960000000000002,0
34,12,CDD,PROPRIETAIRE,0,27600.0,2381.78,5300.0,0.44939999999999997,0
26,42,CDI,PROPRIETAIRE,1,80800.0,2156.12,6200.0,0.3478,1
27,18,INFORMEL,PROPRIETAIRE,0,13900.0,812.57,4000.0,0.20309999999999997,1
38,15,FONCTIONNAIRE,PROPRIETAIRE,0,24200.0,1684.13,4000.0,0.42100000000000004,0
40,15,CDI,PROPRIETAIRE,0,85500.0,5950.11,17000.0,0.35,1
33,24,CDI,PROPRIETAIRE,1,34200.0,1523.48,4000.0,0.3809,0
32,18,CDI,PROPRIETAIRE,1,34800.0,2034.34,4500.0,0.4521,0
27,36,CDD,LOCATAIRE,1,147600.0,4523.79,10100.0,0.44789999999999996,1
32,30,CDI,PROPRIETAIRE,0,84800.0,3070.18,12300.0,0.24960000000000002,0
26,12,CDI,PROPRIETAIRE,0,25600.0,2209.19,8800.0,0.251,1
38,24,CDI,LOGEMENT_DE_FONCTION,0,17500.0,779.56,4000.0,0.1949,1
40,12,CDI,LOCATAIRE,0,12700.0,1095.96,4000.0,0.27399999999999997,1
50,48,CDI,LOGEMENT_DE_FONCTION,0,138300.0,3279.78,7300.0,0.4493,0
37,12,CDI,PROPRIETAIRE,0,35600.0,3072.15,6800.0,0.4518,1
45,24,FONCTIONNAIRE,PROPRIETAIRE,0,42600.0,1897.67,4200.0,0.4518,1
42,36,FONCTIONNAIRE,PROPRIETAIRE,1,149600.0,4585.09,18300.0,0.2506,1
35,24,CDI,PROPRIETAIRE,1,43400.0,1933.31,4300.0,0.4496,0
22,14,INFORMEL,LOGEMENT_DE_FONCTION,0,73500.0,5465.78,36400.0,0.1502,0
41,12,FONCTIONNAIRE,PROPRIETAIRE,0,16400.0,1415.26,4000.0,0.3538,1
37,48,CDI,PROPRIETAIRE,0,189100.0,4484.5,10000.0,0.4484,0
28,30,CDI,PROPRIETAIRE,0,78100.0,2827.61,11300.0,0.2502,0
41,18,FONCTIONNAIRE,PROPRIETAIRE,1,117700.0,6880.52,27500.0,0.2502,0
23,12,CDI,LOCATAIRE,0,24000.0,2071.11,5900.0,0.35100000000000003,0
23,12,CDI,PROPRIETAIRE,0,16600.0,1432.52,4000.0,0.35810000000000003,1
50,21,FONCTIONNAIRE,PROPRIETAIRE,0,41500.0,2096.06,4700.0,0.446,0
35,6,INFORMEL,PROPRIETAIRE,1,19400.0,3294.91,7300.0,0.4514,0
50,6,CDI,PROPRIETAIRE,1,19400.0,3294.91,13200.0,0.24960000000000002,0
27,24,INFORMEL,PROPRIETAIRE,1,116800.0,5203.0,11600.0,0.4485,0
34,30,CDI,PROPRIETAIRE,0,64700.0,2342.46,5200.0,0.45049999999999996,0
27,48,CDI,PROPRIETAIRE,0,66800.0,1584.16,10600.0,0.1494,0
43,12,FONCTIONNAIRE,LOCATAIRE,1,89600.0,7732.16,22100.0,0.34990000000000004,1
47,30,FONCTIONNAIRE,PROPRIETAIRE,1,55800.0,2020.24,4500.0,0.4489,0
27,24,CDI,PROPRIETAIRE,1,76600.0,3412.24,9700.0,0.3518,0
31,36,CDI,PROPRIETAIRE,0,106200.0,3254.92,13000.0,0.2504,0
42,60,FONCTIONNAIRE,PROPRIETAIRE,0,191800.0,3752.79,15000.0,0.2502,0
24,6,CDI,PROPRIETAIRE,1,38500.0,6538.86,43600.0,0.15,0
41,21,CDD,PROPRIETAIRE,1,47700.0,2409.2,5400.0,0.4461,1
26,30,CDI,LOCATAIRE,1,83800.0,3033.98,6700.0,0.45280000000000004,0
33,24,FONCTIONNAIRE,PROPRIETAIRE,1,95300.0,4245.26,9400.0,0.45159999999999995,0
24,72,CDI,PROPRIETAIRE,0,103500.0,1739.83,7000.0,0.24850000000000003,1
64,24,FONCTIONNAIRE,LOCATAIRE,0,44100.0,1964.49,4400.0,0.4465,0
26,18,CDD,PROPRIETAIRE,0,26900.0,1572.52,4500.0,0.3494,0
56,6,CDD,PROPRIETAIRE,0,28500.0,4840.46,32300.0,0.1499,0
37,12,CDI,LOGEMENT_DE_FONCTION,0,42200.0,3641.71,8100.0,0.4496,0
33,15,CDI,PROPRIETAIRE,1,27300.0,1899.86,4200.0,0.4523,0
47,24,CDD,LOGEMENT_DE_FONCTION,1,94400.0,4205.17,12000.0,0.3504,0
31,36,CDI,PROPRIETAIRE,1,182400.0,5590.38,37300.0,0.1499,0
34,60,CDI,LOGEMENT_DE_FONCTION,0,120700.0,2361.63,5200.0,0.4542,0
27,10,CDI,PROPRIETAIRE,1,24900.0,2564.78,5700.0,0.45,0
30,36,FONCTIONNAIRE,LOGEMENT_DE_FONCTION,1,52900.0,1621.33,4000.0,0.4053,0
35,9,FONCTIONNAIRE,PROPRIETAIRE,0,50900.0,5809.83,16600.0,0.35,0
31,12,CDI,PROPRIETAIRE,0,67500.0,5825.01,38800.0,0.1501,0
25,15,CDI,PROPRIETAIRE,1,18000.0,1252.66,5000.0,0.2505,0
25,15,CDI,PROPRIETAIRE,0,48700.0,3389.13,9700.0,0.3494,0
29,24,CDD,PROPRIETAIRE,0,53600.0,2387.68,9600.0,0.2487,0
44,6,CDD,PROPRIETAIRE,1,87200.0,14810.1,98700.0,0.1501,0
28,24,CDI,PROPRIETAIRE,0,42300.0,1884.31,4200.0,0.4486,0
50,6,CDI,LOCATAIRE,0,22900.0,3889.35,15600.0,0.2493,0
29,12,CDI,PROPRIETAIRE,0,20400.0,1760.45,4000.0,0.4401,0
38,12,INFORMEL,PROPRIETAIRE,1,17100.0,1475.67,9800.0,0.1506,0
24,18,CDI,PROPRIETAIRE,1,33300.0,1946.65,4300.0,0.45270000000000005,0
40,15,FONCTIONNAIRE,LOCATAIRE,0,35200.0,2449.64,5400.0,0.4536,0
29,12,CDI,LOCATAIRE,0,20800.0,1794.97,4000.0,0.4487,1
46,48,FONCTIONNAIRE,LOGEMENT_DE_FONCTION,1,117100.0,2777.02,6200.0,0.44789999999999996,1
47,24,FONCTIONNAIRE,LOGEMENT_DE_FONCTION,0,25500.0,1135.93,4000.0,0.284,0
41,30,FONCTIONNAIRE,PROPRIETAIRE,1,46300.0,1676.29,4000.0,0.4191,0
32,27,CDD,PROPRIETAIRE,0,46800.0,1867.85,4200.0,0.4447,0
35,15,FONCTIONNAIRE,LOGEMENT_DE_FONCTION,0,98500.0,6854.81,45700.0,0.15,0
24,48,CDI,PROPRIETAIRE,0,121400.0,2879.0,8200.0,0.35109999999999997,1
25,12,CDD,LOCATAIRE,0,54900.0,4737.67,10500.0,0.4512,1
25,9,FONCTIONNAIRE,PROPRIETAIRE,0,22300.0,2545.37,5700.0,0.44659999999999994,0
37,9,CDI,PROPRIETAIRE,0,39200.0,4474.37,17900.0,0.25,0
32,18,FONCTIONNAIRE,PROPRIETAIRE,1,11600.0,678.11,4000.0,0.16949999999999998,0
35,6,FONCTIONNAIRE,LOGEMENT_DE_FONCTION,0,22200.0,3770.46,8400.0,0.4489,1
46,21,FONCTIONNAIRE,PROPRIETAIRE,0,45800.0,2313.24,5100.0,0.4536,0
25,9,CDI,PROPRIETAIRE,1,21100.0,2408.4,5400.0,0.446,0
27,60,CDI,PROPRIETAIRE,0,259500.0,5077.42,11300.0,0.4493,1
63,30,FONCTIONNAIRE,PROPRIETAIRE,1,140500.0,5086.8,33900.0,0.1501,0
40,30,FONCTIONNAIRE,PROPRIETAIRE,1,56900.0,2060.06,5900.0,0.3492,0
32,18,CDI,LOGEMENT_DE_FONCTION,0,27800.0,1625.14,4000.0,0.40630000000000005,0
31,24,CDI,PROPRIETAIRE,1,58200.0,2592.59,7400.0,0.3503,0
31,20,FONCTIONNAIRE,PROPRIETAIRE,0,113700.0,6013.86,17200.0,0.3496,0
34,9,CDD,PROPRIETAIRE,0,24700.0,2819.31,6300.0,0.4475,1
24,6,CDD,LOCATAIRE,0,8000.0,1358.72,4000.0,0.3397,1
24,12,CDI,PROPRIETAIRE,0,22700.0,1958.93,4400.0,0.44520000000000004,1
66,9,CDI,PROPRIETAIRE,0,14600.0,1666.47,4000.0,0.41659999999999997,0
21,27,CDI,LOCATAIRE,0,47500.0,1895.79,5400.0,0.35109999999999997,1
41,6,CDI,PROPRIETAIRE,1,4600.0,781.27,4000.0,0.1953,0
47,15,CDI,PROPRIETAIRE,1,24300.0,1691.08,6800.0,0.2487,0
25,18,CDI,LOCATAIRE,0,34800.0,2034.34,4500.0,0.4521,1
59,48,FONCTIONNAIRE,LOCATAIRE,0,118700.0,2814.96,6300.0,0.4468,1
36,24,CDI,PROPRIETAIRE,1,23600.0,1051.29,4200.0,0.2503,0
33,24,CDD,PROPRIETAIRE,1,118500.0,5278.73,35200.0,0.15,0
21,24,CDI,LOCATAIRE,0,36800.0,1639.3,6600.0,0.2484,1
44,8,CDI,PROPRIETAIRE,0,14100.0,1805.73,4000.0,0.4514,0
28,24,CDI,LOCATAIRE,0,48200.0,2147.13,8600.0,0.24969999999999998,0
37,4,CDI,PROPRIETAIRE,1,62500.0,15837.16,105600.0,0.15,0
29,36,CDD,PROPRIETAIRE,0,73800.0,2261.9,6500.0,0.348,0
23,24,CDI,LOCATAIRE,0,213900.0,9528.44,63500.0,0.1501,1
35,18,CDI,PROPRIETAIRE,0,81000.0,4735.11,13500.0,0.3507,0
45,6,CDI,PROPRIETAIRE,1,125100.0,21247.06,141600.0,0.15,0
26,30,CDI,LOCATAIRE,0,79200.0,2867.43,6400.0,0.44799999999999995,1
32,24,CDI,PROPRIETAIRE,0,43000.0,1915.49,7700.0,0.2488,0
23,10,CDI,PROPRIETAIRE,0,19400.0,1998.26,4400.0,0.4542,0
41,21,FONCTIONNAIRE,PROPRIETAIRE,0,58500.0,2954.68,6600.0,0.44770000000000004,0
22,24,CDI,PROPRIETAIRE,0,45900.0,2044.67,4500.0,0.45439999999999997,0
30,39,CDI,PROPRIETAIRE,1,262300.0,7479.16,16600.0,0.4506,0
28,13,CDD,PROPRIETAIRE,1,33200.0,2651.73,7600.0,0.3489,0
23,15,INFORMEL,LOCATAIRE,0,46500.0,3236.03,21600.0,0.14980000000000002,0
37,12,CDD,PROPRIETAIRE,0,23600.0,2036.6,5800.0,0.35109999999999997,1
26,21,CDI,PROPRIETAIRE,0,97100.0,4904.27,32700.0,0.15,0
33,15,CDI,PROPRIETAIRE,0,56000.0,3897.15,15600.0,0.2498,0
49,6,FONCTIONNAIRE,PROPRIETAIRE,0,7900.0,1341.74,5400.0,0.24850000000000003,0
23,18,CDD,PROPRIETAIRE,0,18100.0,1058.09,7100.0,0.149,1
23,12,CDI,LOCATAIRE,0,15600.0,1346.22,5400.0,0.2493,0
25,30,CDI,PROPRIETAIRE,1,106800.0,3866.69,8600.0,0.4496,0
55,12,FONCTIONNAIRE,LOGEMENT_DE_FONCTION,1,28800.0,2485.34,5500.0,0.45189999999999997,1
32,24,CDI,LOCATAIRE,0,23800.0,1060.2,4000.0,0.2651,1
74,6,CDI,PROPRIETAIRE,1,24000.0,4076.17,27200.0,0.1499,0
39,15,CDI,LOGEMENT_DE_FONCTION,1,23500.0,1635.41,4700.0,0.348,1
31,24,CDI,PROPRIETAIRE,0,25800.0,1149.29,4600.0,0.2498,0
35,12,FONCTIONNAIRE,PROPRIETAIRE,1,12800.0,1104.59,4000.0,0.2761,1
59,15,FONCTIONNAIRE,PROPRIETAIRE,1,93300.0,6492.93,43300.0,0.15,0
24,18,CDI,LOCATAIRE,1,39300.0,2297.4,5100.0,0.45049999999999996,1
24,12,CDI,PROPRIETAIRE,0,41000.0,3538.15,7900.0,0.44789999999999996,0
30,21,FONCTIONNAIRE,LOGEMENT_DE_FONCTION,1,234600.0,11849.04,26300.0,0.45049999999999996,1
27,24,CDI,PROPRIETAIRE,1,45600.0,2031.31,4500.0,0.4514,0
40,12,FONCTIONNAIRE,PROPRIETAIRE,0,21400.0,1846.74,5300.0,0.34840000000000004,0
31,30,CDD,PROPRIETAIRE,0,57500.0,2081.79,8300.0,0.25079999999999997,1
31,10,CDD,LOCATAIRE,0,53700.0,5531.28,36900.0,0.1499,0
28,12,FONCTIONNAIRE,LOCATAIRE,1,66900.0,5773.23,38500.0,0.15,0
63,12,FONCTIONNAIRE,PROPRIETAIRE,1,30600.0,2640.67,10600.0,0.2491,0
26,24,FONCTIONNAIRE,LOCATAIRE,0,52000.0,2316.41,9300.0,0.2491,0
25,36,CDI,PROPRIETAIRE,1,149200.0,4572.83,13100.0,0.34909999999999997,1
36,21,FONCTIONNAIRE,PROPRIETAIRE,1,60600.0,3060.75,20400.0,0.15,0
52,24,FONCTIONNAIRE,PROPRIETAIRE,1,41100.0,1830.85,4100.0,0.4465,0
66,12,INFORMEL,LOGEMENT_DE_FONCTION,1,27400.0,2364.52,9500.0,0.2489,0
25,24,CDI,LOCATAIRE,0,25400.0,1131.47,4000.0,0.2829,1
37,36,CDI,PROPRIETAIRE,1,65400.0,2004.44,4500.0,0.4454,0
25,18,CDI,PROPRIETAIRE,0,64900.0,3793.93,8400.0,0.4517,0
38,36,FONCTIONNAIRE,PROPRIETAIRE,1,105700.0,3239.6,7200.0,0.4499,0
67,18,INFORMEL,PROPRIETAIRE,0,71600.0,4185.6,16700.0,0.2506,0
25,39,CDI,PROPRIETAIRE,1,91300.0,2603.31,10400.0,0.2503,1
60,24,FONCTIONNAIRE,PROPRIETAIRE,1,35900.0,1599.21,4000.0,0.3998,0
31,12,CDI,PROPRIETAIRE,0,26100.0,2252.34,9000.0,0.2503,0
23,12,CDD,PROPRIETAIRE,0,15500.0,1337.59,4000.0,0.3344,1
60,20,INFORMEL,PROPRIETAIRE,0,119700.0,6331.22,42200.0,0.15,0
35,18,CDI,PROPRIETAIRE,0,35900.0,2098.65,4700.0,0.4465,0
40,22,FONCTIONNAIRE,PROPRIETAIRE,0,49500.0,2392.81,6800.0,0.3519,0
38,48,FONCTIONNAIRE,PROPRIETAIRE,1,50900.0,1207.09,4000.0,0.3018,0
50,48,FONCTIONNAIRE,LOGEMENT_DE_FONCTION,1,115100.0,2729.59,6100.0,0.4475,1
27,40,CDI,PROPRIETAIRE,1,111000.0,3093.95,6900.0,0.4484,1
39,21,FONCTIONNAIRE,PROPRIETAIRE,0,22000.0,1111.16,4400.0,0.2525,1
41,24,FONCTIONNAIRE,PROPRIETAIRE,0,116800.0,5203.0,14900.0,0.3492,0
27,6,CDI,PROPRIETAIRE,1,22600.0,3838.4,25600.0,0.1499,0
51,24,FONCTIONNAIRE,LOGEMENT_DE_FONCTION,0,53500.0,2383.22,6800.0,0.3505,0
32,24,FONCTIONNAIRE,LOCATAIRE,0,56600.0,2521.32,5600.0,0.45020000000000004,0
22,9,CDD,LOCATAIRE,0,42600.0,4862.45,19400.0,0.2506,0
51,18,FONCTIONNAIRE,LOGEMENT_DE_FONCTION,0,139000.0,8125.68,54200.0,0.1499,1
22,12,CDD,LOCATAIRE,1,23300.0,2010.71,8000.0,0.25129999999999997,0
54,24,FONCTIONNAIRE,PROPRIETAIRE,1,13300.0,592.47,4000.0,0.1481,0
35,9,CDD,PROPRIETAIRE,0,28700.0,3275.88,7300.0,0.44880000000000003,0
54,24,FONCTIONNAIRE,LOGEMENT_DE_FONCTION,1,29500.0,1314.11,4000.0,0.3285,0
48,18,FONCTIONNAIRE,LOCATAIRE,1,33200.0,1940.81,5500.0,0.3529,0
24,20,FONCTIONNAIRE,PROPRIETAIRE,1,79000.0,4178.5,27900.0,0.14980000000000002,0
35,12,FONCTIONNAIRE,PROPRIETAIRE,1,18100.0,1561.97,4000.0,0.39049999999999996,0
24,12,INFORMEL,LOCATAIRE,0,138200.0,11926.16,79500.0,0.15,0
24,36,CDI,PROPRIETAIRE,0,171500.0,5256.3,21000.0,0.2503,1
26,6,CDD,PROPRIETAIRE,0,10900.0,1851.26,5300.0,0.3493,0
65,12,FONCTIONNAIRE,PROPRIETAIRE,1,17200.0,1484.3,4000.0,0.3711,0
55,42,INFORMEL,LOGEMENT_DE_FONCTION,0,171700.0,4581.75,30500.0,0.1502,0
26,15,CDD,LOCATAIRE,0,32900.0,2289.58,9200.0,0.2489,1
26,8,CDD,PROPRIETAIRE,0,16800.0,2151.51,6100.0,0.3527,0
28,6,CDI,PROPRIETAIRE,0,9000.0,1528.57,4400.0,0.34740000000000004,0
24,36,CDI,PROPRIETAIRE,1,178100.0,5458.59,12100.0,0.4511,1
54,48,CDI,PROPRIETAIRE,0,56400.0,1337.52,4000.0,0.3344,1
46,48,CDI,LOGEMENT_DE_FONCTION,0,72700.0,1724.08,4000.0,0.431,1
54,36,CDI,LOCATAIRE,1,137500.0,4214.24,16900.0,0.2494,0
62,6,CDI,PROPRIETAIRE,0,24800.0,4212.05,28100.0,0.1499,0
24,6,CDI,LOCATAIRE,1,28700.0,4874.43,32500.0,0.15,0
43,36,INFORMEL,PROPRIETAIRE,0,293400.0,8992.42,36000.0,0.2498,0
26,18,CDI,PROPRIETAIRE,0,24900.0,1455.61,4000.0,0.3639,1
27,12,CDI,PROPRIETAIRE,0,20400.0,1760.45,5000.0,0.3521,0
24,12,CDI,PROPRIETAIRE,0,55800.0,4815.34,13800.0,0.3489,0
41,36,FONCTIONNAIRE,PROPRIETAIRE,0,50200.0,1538.58,6200.0,0.2482,1
47,8,FONCTIONNAIRE,PROPRIETAIRE,1,13500.0,1728.89,4000.0,0.4322,0
35,18,CDD,PROPRIETAIRE,1,69900.0,4086.22,11700.0,0.3492,0
30,21,FONCTIONNAIRE,PROPRIETAIRE,1,29600.0,1495.02,4000.0,0.3738,0
33,18,FONCTIONNAIRE,LOCATAIRE,1,73400.0,4290.82,28600.0,0.15,1
36,18,CDI,PROPRIETAIRE,0,77100.0,4507.12,18000.0,0.2504,1
47,36,FONCTIONNAIRE,LOGEMENT_DE_FONCTION,0,154200.0,4726.08,13500.0,0.35009999999999997,1
38,48,CDI,LOGEMENT_DE_FONCTION,1,123600.0,2931.17,6500.0,0.4509,0
44,24,CDI,PROPRIETAIRE,1,43900.0,1955.58,4300.0,0.4548,0
23,18,CDD,LOCATAIRE,0,22500.0,1315.31,4000.0,0.32880000000000004,1
29,45,FONCTIONNAIRE,LOCATAIRE,0,218600.0,5486.93,21900.0,0.2505,1
42,24,FONCTIONNAIRE,PROPRIETAIRE,0,94100.0,4191.8,16800.0,0.2495,0
25,15,CDD,PROPRIETAIRE,0,43000.0,2992.45,12000.0,0.2494,1
48,12,CDI,PROPRIETAIRE,0,20000.0,1725.93,4000.0,0.4315,1
21,12,CDI,PROPRIETAIRE,0,16400.0,1415.26,4000.0,0.3538,0
23,4,CDD,LOCATAIRE,0,11100.0,2812.68,18800.0,0.1496,0
63,24,FONCTIONNAIRE,PROPRIETAIRE,1,54700.0,2436.68,5400.0,0.4512,0
46,24,FONCTIONNAIRE,PROPRIETAIRE,1,48300.0,2151.58,4800.0,0.4482,0
29,36,CDI,PROPRIETAIRE,0,95800.0,2936.17,6500.0,0.4517,1
28,21,CDI,PROPRIETAIRE,1,55400.0,2798.11,8000.0,0.34979999999999994,0
23,18,CDD,PROPRIETAIRE,0,35900.0,2098.65,4700.0,0.4465,1
50,24,CDI,PROPRIETAIRE,0,28800.0,1282.93,4000.0,0.3207,0
47,18,FONCTIONNAIRE,PROPRIETAIRE,0,63300.0,3700.4,8200.0,0.45130000000000003,0
35,21,CDI,PROPRIETAIRE,0,73600.0,3717.35,14900.0,0.2495,0
68,18,CDI,LOCATAIRE,0,125100.0,7313.11,29300.0,0.24960000000000002,1
28,24,CDD,PROPRIETAIRE,0,23100.0,1029.02,4000.0,0.25730000000000003,0
59,9,CDI,PROPRIETAIRE,0,25200.0,2876.38,8200.0,0.3508,0
57,12,FONCTIONNAIRE,PROPRIETAIRE,0,13100.0,1130.48,4000.0,0.2826,1
33,20,CDI,LOCATAIRE,1,41300.0,2184.46,4900.0,0.4458,1
43,24,CDI,PROPRIETAIRE,1,74800.0,3332.06,9500.0,0.3507,0
35,15,CDI,LOGEMENT_DE_FONCTION,1,27200.0,1892.9,4200.0,0.4507,0
32,18,CDI,LOGEMENT_DE_FONCTION,0,26700.0,1560.83,4000.0,0.39020000000000005,1
45,36,FONCTIONNAIRE,PROPRIETAIRE,1,201200.0,6166.58,24700.0,0.24969999999999998,0
33,24,CDD,PROPRIETAIRE,0,27300.0,1216.11,4000.0,0.304,0
40,10,CDI,PROPRIETAIRE,0,16500.0,1699.55,4000.0,0.4249,0
28,15,CDI,LOGEMENT_DE_FONCTION,1,61800.0,4300.78,9600.0,0.44799999999999995,0
29,15,CDI,PROPRIETAIRE,0,73200.0,5094.13,14600.0,0.3489,1
26,9,CDI,LOCATAIRE,0,66200.0,7556.2,50400.0,0.1499,0
27,24,CDI,PROPRIETAIRE,1,107400.0,4784.27,10600.0,0.45130000000000003,0
28,18,CDI,PROPRIETAIRE,1,40100.0,2344.17,5200.0,0.4508,1
35,24,CDD,PROPRIETAIRE,0,45100.0,2009.04,4500.0,0.4465,1
32,27,CDD,PROPRIETAIRE,1,83700.0,3340.58,7400.0,0.4514,0
25,10,CDI,LOCATAIRE,0,40900.0,4212.84,16900.0,0.2493,1
20,15,CDI,LOCATAIRE,0,41100.0,2860.23,11400.0,0.2509,0
27,18,CDD,PROPRIETAIRE,0,44200.0,2583.85,5700.0,0.4533,0
42,12,FONCTIONNAIRE,PROPRIETAIRE,1,61600.0,5315.86,21300.0,0.24960000000000002,0
37,36,FONCTIONNAIRE,PROPRIETAIRE,0,137100.0,4201.98,12000.0,0.3502,0
24,12,FONCTIONNAIRE,LOCATAIRE,0,12100.0,1044.19,4000.0,0.261,0
40,36,CDI,PROPRIETAIRE,1,142000.0,4352.16,17400.0,0.2501,0
46,6,FONCTIONNAIRE,PROPRIETAIRE,1,24800.0,4212.05,28100.0,0.1499,0
26,24,CDI,PROPRIETAIRE,1,25600.0,1140.38,4000.0,0.2851,0
24,15,CDD,PROPRIETAIRE,0,16200.0,1127.39,4000.0,0.2818,0
29,12,CDI,PROPRIETAIRE,0,66400.0,5730.08,22900.0,0.2502,0
40,11,CDI,PROPRIETAIRE,1,24500.0,2300.31,5100.0,0.451,0
36,18,CDD,LOGEMENT_DE_FONCTION,0,35900.0,2098.65,6000.0,0.34979999999999994,0
28,36,FONCTIONNAIRE,PROPRIETAIRE,0,66500.0,2038.16,4500.0,0.45289999999999997,0
27,9,CDD,LOGEMENT_DE_FONCTION,0,26300.0,3001.94,8600.0,0.34909999999999997,1
36,30,CDI,PROPRIETAIRE,1,124700.0,4514.76,18100.0,0.2494,0
38,24,CDI,PROPRIETAIRE,0,144600.0,6441.39,18400.0,0.35009999999999997,0
48,24,CDI,LOGEMENT_DE_FONCTION,0,171600.0,7644.14,30600.0,0.2498,0
36,30,FONCTIONNAIRE,PROPRIETAIRE,1,40300.0,1459.06,4000.0,0.36479999999999996,0
65,18,INFORMEL,PROPRIETAIRE,1,20300.0,1186.7,4000.0,0.2967,0
43,24,CDI,PROPRIETAIRE,0,75100.0,3345.42,9600.0,0.34850000000000003,1
53,12,CDD,PROPRIETAIRE,0,14700.0,1268.56,4000.0,0.3171,1
34,24,CDI,PROPRIETAIRE,1,52300.0,2329.77,5200.0,0.44799999999999995,0
23,48,CDI,PROPRIETAIRE,0,289900.0,6874.96,27500.0,0.25,1
34,36,FONCTIONNAIRE,PROPRIETAIRE,1,122400.0,3751.44,8300.0,0.452,0
40,28,CDD,LOCATAIRE,0,144700.0,5583.61,16000.0,0.349,0
43,27,FONCTIONNAIRE,PROPRIETAIRE,1,45200.0,1804.0,4000.0,0.451,0
46,15,FONCTIONNAIRE,PROPRIETAIRE,1,33800.0,2352.21,5200.0,0.4523,0
38,12,CDI,PROPRIETAIRE,1,40200.0,3469.12,7700.0,0.45049999999999996,0
34,36,CDI,PROPRIETAIRE,1,107300.0,3288.64,9400.0,0.34990000000000004,0
29,18,CDI,PROPRIETAIRE,1,21600.0,1262.69,4000.0,0.3157,0
31,36,CDI,PROPRIETAIRE,1,165500.0,5072.41,14500.0,0.34979999999999994,0
28,21,CDD,LOCATAIRE,0,48200.0,2434.46,5400.0,0.4508,0
